Mode,Theme,Avg_FPS,Avg_Sim_ms,P1_Low_Sim_ms
Baseline (No DRM),Abstract Cubes,16,55.79,59.58
Baseline (No DRM),Abstract Cubes,16,56.89,61.96
Baseline (No DRM),Abstract Cubes,16,58.95,67.00
Baseline (No DRM),Abstract Cubes,16,59.03,64.65
Baseline (No DRM),Abstract Cubes,14,59.89,66.38
Baseline (No DRM),Abstract Cubes,16,63.43,69.36
Baseline (No DRM),Abstract Cubes,14,58.98,64.82
Baseline (No DRM),Abstract Cubes,15,60.52,63.74
Baseline (No DRM),Abstract Cubes,16,59.12,64.55
Baseline (No DRM),Abstract Cubes,15,56.25,60.83
Baseline (No DRM),Abstract Cubes,15,53.58,58.28
Baseline (No DRM),Abstract Cubes,14,58.88,65.95
Baseline (No DRM),Abstract Cubes,16,60.14,64.59
Baseline (No DRM),Abstract Cubes,15,59.33,65.21
Baseline (No DRM),Abstract Cubes,14,61.50,67.59
Baseline (No DRM),Abstract Cubes,16,58.40,65.38
Baseline (No DRM),Abstract Cubes,15,59.26,66.04
Baseline (No DRM),Abstract Cubes,16,58.99,64.54
Baseline (No DRM),Abstract Cubes,15,58.80,65.92
Baseline (No DRM),Abstract Cubes,14,65.46,71.79
Baseline (No DRM),Abstract Cubes,16,60.04,65.63
Baseline (No DRM),Abstract Cubes,15,58.86,65.02
Baseline (No DRM),Abstract Cubes,15,61.44,65.50
Baseline (No DRM),Abstract Cubes,14,60.11,67.08
Baseline (No DRM),Abstract Cubes,15,59.52,64.45
Baseline (No DRM),Abstract Cubes,14,61.59,66.23
Baseline (No DRM),Abstract Cubes,14,57.86,63.67
Baseline (No DRM),Abstract Cubes,14,62.61,67.22
Baseline (No DRM),Abstract Cubes,14,62.71,66.91
Baseline (No DRM),Abstract Cubes,14,61.07,64.66
Baseline (No DRM),Abstract Cubes,16,63.72,68.68
Baseline (No DRM),Abstract Cubes,14,59.64,67.13
Baseline (No DRM),Abstract Cubes,16,58.73,63.05
Baseline (No DRM),Abstract Cubes,15,61.45,63.75
Baseline (No DRM),Abstract Cubes,16,57.51,63.72
Baseline (No DRM),Abstract Cubes,16,54.56,60.13
Baseline (No DRM),Abstract Cubes,15,56.60,62.28
Baseline (No DRM),Abstract Cubes,16,62.29,66.26
Baseline (No DRM),Abstract Cubes,15,58.62,67.22
Baseline (No DRM),Abstract Cubes,16,54.95,61.55
Baseline (No DRM),Abstract Cubes,14,62.79,71.36
Baseline (No DRM),Abstract Cubes,16,63.93,69.33
Baseline (No DRM),Abstract Cubes,15,58.20,63.39
Baseline (No DRM),Abstract Cubes,16,54.98,60.75
Baseline (No DRM),Abstract Cubes,14,62.63,70.12
Baseline (No DRM),Abstract Cubes,15,63.57,69.74
Baseline (No DRM),Abstract Cubes,15,60.13,64.63
Baseline (No DRM),Abstract Cubes,15,57.92,64.37
Baseline (No DRM),Abstract Cubes,15,58.18,63.34
Baseline (No DRM),Abstract Cubes,14,58.57,63.78
Baseline (No DRM),Abstract Cubes,14,59.03,64.69
Baseline (No DRM),Abstract Cubes,14,66.40,71.20
Baseline (No DRM),Abstract Cubes,15,59.04,60.62
Baseline (No DRM),Abstract Cubes,15,60.34,66.15
Baseline (No DRM),Abstract Cubes,16,63.41,69.93
Baseline (No DRM),Abstract Cubes,16,60.12,63.23
Baseline (No DRM),Abstract Cubes,15,57.88,64.24
Baseline (No DRM),Abstract Cubes,16,63.05,69.55
Baseline (No DRM),Abstract Cubes,16,57.70,60.98
Baseline (No DRM),Abstract Cubes,14,57.98,64.56
Baseline (No DRM),Abstract Cubes,14,58.11,62.12
Baseline (No DRM),Abstract Cubes,14,56.61,60.80
Baseline (No DRM),Abstract Cubes,15,63.38,69.91
Baseline (No DRM),Abstract Cubes,15,60.67,64.38
Baseline (No DRM),Abstract Cubes,16,55.28,60.41
Baseline (No DRM),Abstract Cubes,14,61.94,67.44
Baseline (No DRM),Abstract Cubes,14,59.90,64.12
Baseline (No DRM),Abstract Cubes,14,58.31,64.03
Baseline (No DRM),Abstract Cubes,14,55.09,63.06
Baseline (No DRM),Abstract Cubes,14,61.28,65.26
Baseline (No DRM),Abstract Cubes,15,62.44,69.79
Baseline (No DRM),Abstract Cubes,15,63.75,69.10
Baseline (No DRM),Abstract Cubes,14,59.25,64.20
Baseline (No DRM),Abstract Cubes,16,59.52,64.95
Baseline (No DRM),Abstract Cubes,15,55.64,61.88
Baseline (No DRM),Abstract Cubes,16,55.34,59.99
Baseline (No DRM),Abstract Cubes,15,59.68,67.72
Baseline (No DRM),Abstract Cubes,14,61.81,68.13
Baseline (No DRM),Abstract Cubes,15,62.01,68.93
Baseline (No DRM),Abstract Cubes,14,59.90,65.20
Baseline (No DRM),Abstract Cubes,15,63.58,68.63
Baseline (No DRM),Abstract Cubes,14,57.02,61.80
Baseline (No DRM),Abstract Cubes,16,59.86,64.71
Baseline (No DRM),Abstract Cubes,16,58.04,63.31
Baseline (No DRM),Abstract Cubes,14,58.84,64.51
Baseline (No DRM),Abstract Cubes,14,59.31,64.06
Baseline (No DRM),Abstract Cubes,15,59.07,64.91
Baseline (No DRM),Abstract Cubes,15,60.56,65.83
Baseline (No DRM),Abstract Cubes,15,58.31,63.15
Baseline (No DRM),Abstract Cubes,16,58.05,62.30
Baseline (No DRM),Abstract Cubes,15,59.39,64.51
Baseline (No DRM),Abstract Cubes,15,58.28,62.06
Baseline (No DRM),Abstract Cubes,15,57.05,63.31
Baseline (No DRM),Abstract Cubes,14,57.46,59.84
Baseline (No DRM),Abstract Cubes,15,61.15,67.94
Baseline (No DRM),Abstract Cubes,15,55.82,62.19
Baseline (No DRM),Abstract Cubes,16,61.82,67.97
Baseline (No DRM),Abstract Cubes,16,58.15,61.87
Baseline (No DRM),Abstract Cubes,16,62.05,65.62
Baseline (No DRM),Abstract Cubes,14,61.49,67.75
Baseline (No DRM),Abstract Cubes,14,62.87,67.78
Baseline (No DRM),Abstract Cubes,14,61.94,64.85
Baseline (No DRM),Abstract Cubes,15,57.81,62.73
Baseline (No DRM),Abstract Cubes,15,59.40,64.98
Baseline (No DRM),Abstract Cubes,14,59.69,66.13
Baseline (No DRM),Abstract Cubes,14,57.48,62.67
Baseline (No DRM),Abstract Cubes,14,63.05,68.64
Baseline (No DRM),Abstract Cubes,14,60.87,64.90
Baseline (No DRM),Abstract Cubes,16,57.48,64.09
Baseline (No DRM),Abstract Cubes,16,59.51,65.22
Baseline (No DRM),Abstract Cubes,15,64.64,69.52
Baseline (No DRM),Abstract Cubes,16,58.29,64.30
Baseline (No DRM),Abstract Cubes,16,57.45,61.83
Baseline (No DRM),Abstract Cubes,16,60.99,67.18
Baseline (No DRM),Abstract Cubes,14,59.59,64.81
Baseline (No DRM),Abstract Cubes,14,63.15,68.21
Baseline (No DRM),Abstract Cubes,16,61.12,67.27
Baseline (No DRM),Abstract Cubes,16,60.95,66.36
Baseline (No DRM),Abstract Cubes,15,56.24,61.26
Baseline (No DRM),Abstract Cubes,15,60.25,66.00
Baseline (No DRM),Abstract Cubes,15,57.94,62.33
Baseline (No DRM),Abstract Cubes,14,59.48,65.28
Baseline (No DRM),Abstract Cubes,15,58.12,64.57
Baseline (No DRM),Abstract Cubes,15,56.64,60.35
Baseline (No DRM),Abstract Cubes,16,59.43,64.62
Baseline (No DRM),Abstract Cubes,16,58.67,62.22
Baseline (No DRM),Abstract Cubes,16,60.22,66.09
Baseline (No DRM),Abstract Cubes,16,60.36,65.13
Baseline (No DRM),Abstract Cubes,15,62.85,68.72
Baseline (No DRM),Abstract Cubes,16,61.00,68.71
Baseline (No DRM),Abstract Cubes,14,57.79,60.98
Baseline (No DRM),Abstract Cubes,15,58.22,64.53
Baseline (No DRM),Abstract Cubes,16,59.94,65.29
Baseline (No DRM),Abstract Cubes,16,58.37,65.62
Baseline (No DRM),Abstract Cubes,15,58.35,64.18
Baseline (No DRM),Abstract Cubes,15,59.38,64.68
Baseline (No DRM),Abstract Cubes,16,61.37,66.68
Baseline (No DRM),Abstract Cubes,14,58.24,63.97
Baseline (No DRM),Abstract Cubes,15,60.35,64.71
Baseline (No DRM),Abstract Cubes,16,60.82,65.21
Baseline (No DRM),Abstract Cubes,16,58.21,64.65
Baseline (No DRM),Abstract Cubes,15,63.27,68.80
Baseline (No DRM),Abstract Cubes,16,62.66,68.15
Baseline (No DRM),Abstract Cubes,15,60.54,66.09
Baseline (No DRM),Abstract Cubes,15,61.73,66.14
Baseline (No DRM),Abstract Cubes,15,61.10,63.38
Baseline (No DRM),Abstract Cubes,14,62.01,68.10
Baseline (No DRM),Abstract Cubes,15,63.82,68.23
Baseline (No DRM),Abstract Cubes,16,61.95,66.61
Baseline (No DRM),Abstract Cubes,14,61.62,66.71
Baseline (No DRM),Abstract Cubes,14,58.98,64.10
Baseline (No DRM),Abstract Cubes,16,60.20,65.25
Baseline (No DRM),Abstract Cubes,14,62.01,68.03
Baseline (No DRM),Abstract Cubes,16,62.02,67.44
Baseline (No DRM),Abstract Cubes,14,58.92,64.71
Baseline (No DRM),Abstract Cubes,16,58.84,64.45
Baseline (No DRM),Abstract Cubes,16,60.06,65.46
Baseline (No DRM),Abstract Cubes,16,60.09,65.48
Baseline (No DRM),Abstract Cubes,14,63.00,68.10
Baseline (No DRM),Abstract Cubes,14,55.00,59.16
Baseline (No DRM),Abstract Cubes,16,60.56,68.30
Baseline (No DRM),Abstract Cubes,14,58.88,64.64
Baseline (No DRM),Abstract Cubes,16,63.13,69.05
Baseline (No DRM),Abstract Cubes,15,61.39,65.39
Baseline (No DRM),Abstract Cubes,14,58.93,64.65
Baseline (No DRM),Abstract Cubes,15,60.70,66.64
Baseline (No DRM),Abstract Cubes,16,57.72,61.18
Baseline (No DRM),Abstract Cubes,15,58.38,65.02
Baseline (No DRM),Abstract Cubes,16,58.66,64.30
Baseline (No DRM),Abstract Cubes,15,64.06,68.47
Baseline (No DRM),Abstract Cubes,15,60.27,63.31
Baseline (No DRM),Abstract Cubes,15,60.69,67.29
Baseline (No DRM),Abstract Cubes,14,62.29,69.12
Baseline (No DRM),Abstract Cubes,14,59.87,65.26
Baseline (No DRM),Abstract Cubes,15,65.75,72.89
Baseline (No DRM),Abstract Cubes,14,63.21,66.97
Baseline (No DRM),Abstract Cubes,15,56.30,61.34
Baseline (No DRM),Abstract Cubes,16,63.94,67.96
Baseline (No DRM),Abstract Cubes,14,62.35,68.18
Baseline (No DRM),Abstract Cubes,15,59.90,64.96
Baseline (No DRM),Abstract Cubes,16,61.87,65.37
Baseline (No DRM),Abstract Cubes,15,56.19,60.64
Baseline (No DRM),Abstract Cubes,14,59.34,64.72
Baseline (No DRM),Abstract Cubes,14,58.81,65.41
Baseline (No DRM),Abstract Cubes,16,63.17,69.20
Baseline (No DRM),Abstract Cubes,14,64.22,69.12
Baseline (No DRM),Abstract Cubes,14,57.00,63.25
Baseline (No DRM),Abstract Cubes,14,57.60,63.82
Baseline (No DRM),Abstract Cubes,15,59.59,65.08
Baseline (No DRM),Abstract Cubes,14,57.46,64.48
Baseline (No DRM),Abstract Cubes,14,56.76,62.97
Baseline (No DRM),Abstract Cubes,14,60.92,64.00
Baseline (No DRM),Abstract Cubes,16,56.70,64.17
Baseline (No DRM),Abstract Cubes,14,60.49,66.02
Baseline (No DRM),Abstract Cubes,16,57.44,64.62
Baseline (No DRM),Abstract Cubes,14,58.53,64.86
Baseline (No DRM),Abstract Cubes,16,59.04,62.86
Baseline (No DRM),Abstract Cubes,16,55.09,60.57
Baseline (No DRM),Abstract Cubes,15,60.17,65.27
Baseline (No DRM),Abstract Cubes,14,57.47,64.07
Baseline (No DRM),Abstract Cubes,16,58.21,66.84
Baseline (No DRM),Abstract Cubes,15,58.53,65.03
Baseline (No DRM),Abstract Cubes,14,57.93,63.31
Baseline (No DRM),Abstract Cubes,15,57.23,62.52
Baseline (No DRM),Abstract Cubes,14,56.23,61.73
Baseline (No DRM),Abstract Cubes,15,60.21,64.78
Baseline (No DRM),Abstract Cubes,15,59.66,63.49
Baseline (No DRM),Abstract Cubes,16,56.34,60.01
Baseline (No DRM),Abstract Cubes,15,62.86,68.03
Baseline (No DRM),Abstract Cubes,16,57.07,64.86
Baseline (No DRM),Abstract Cubes,14,57.82,60.90
Baseline (No DRM),Abstract Cubes,14,59.19,63.38
Baseline (No DRM),Abstract Cubes,15,60.78,66.86
Baseline (No DRM),Abstract Cubes,15,59.73,66.50
Baseline (No DRM),Abstract Cubes,14,55.11,60.98
Baseline (No DRM),Abstract Cubes,15,62.51,65.97
Baseline (No DRM),Abstract Cubes,14,59.61,65.59
Baseline (No DRM),Abstract Cubes,16,62.63,66.87
Baseline (No DRM),Abstract Cubes,14,57.02,62.32
Baseline (No DRM),Abstract Cubes,16,59.69,64.58
Baseline (No DRM),Abstract Cubes,16,60.96,66.36
Baseline (No DRM),Abstract Cubes,14,58.43,63.53
Baseline (No DRM),Abstract Cubes,14,56.72,60.53
Baseline (No DRM),Abstract Cubes,16,61.39,65.59
Baseline (No DRM),Abstract Cubes,16,60.96,65.73
Baseline (No DRM),Abstract Cubes,15,61.41,66.73
Baseline (No DRM),Abstract Cubes,15,58.37,63.62
Baseline (No DRM),Abstract Cubes,15,63.01,69.92
Baseline (No DRM),Abstract Cubes,16,60.88,67.35
Baseline (No DRM),Abstract Cubes,16,57.35,59.23
Baseline (No DRM),Abstract Cubes,14,58.79,61.28
Baseline (No DRM),Abstract Cubes,14,57.89,63.19
Baseline (No DRM),Abstract Cubes,15,63.57,67.49
Baseline (No DRM),Abstract Cubes,14,62.06,67.65
Baseline (No DRM),Abstract Cubes,15,57.28,63.01
Baseline (No DRM),Abstract Cubes,16,61.20,66.11
Baseline (No DRM),Abstract Cubes,14,59.17,66.73
Baseline (No DRM),Abstract Cubes,16,58.37,63.66
Baseline (No DRM),Abstract Cubes,14,59.31,66.32
Baseline (No DRM),Abstract Cubes,14,61.29,67.70
Baseline (No DRM),Abstract Cubes,16,55.35,61.62
Baseline (No DRM),Abstract Cubes,14,57.04,61.50
Baseline (No DRM),Abstract Cubes,16,59.04,64.76
Baseline (No DRM),Abstract Cubes,14,60.97,65.75
Baseline (No DRM),Abstract Cubes,14,56.51,64.43
Baseline (No DRM),Abstract Cubes,16,60.91,65.40
Baseline (No DRM),Abstract Cubes,14,54.59,60.51
Baseline (No DRM),Abstract Cubes,16,60.32,66.37
Baseline (No DRM),Abstract Cubes,15,64.35,71.17
Baseline (No DRM),Abstract Cubes,15,60.37,66.77
Baseline (No DRM),Abstract Cubes,16,59.86,64.32
Baseline (No DRM),Abstract Cubes,15,58.87,65.92
Baseline (No DRM),Abstract Cubes,14,59.53,66.79
Baseline (No DRM),Abstract Cubes,16,60.83,66.72
Baseline (No DRM),Abstract Cubes,15,59.32,63.14
Baseline (No DRM),Abstract Cubes,15,63.02,67.55
Baseline (No DRM),Abstract Cubes,16,63.12,70.14
Baseline (No DRM),Abstract Cubes,15,61.32,66.24
Baseline (No DRM),Abstract Cubes,14,59.98,66.38
Baseline (No DRM),Abstract Cubes,14,59.47,63.06
Baseline (No DRM),Abstract Cubes,15,58.19,62.74
Baseline (No DRM),Abstract Cubes,15,59.10,63.23
Baseline (No DRM),Abstract Cubes,15,62.12,67.56
Baseline (No DRM),Abstract Cubes,16,61.37,66.02
Baseline (No DRM),Abstract Cubes,16,59.85,66.32
Baseline (No DRM),Abstract Cubes,16,58.08,63.74
Baseline (No DRM),Abstract Cubes,14,61.03,66.95
Baseline (No DRM),Abstract Cubes,16,59.97,66.90
Baseline (No DRM),Abstract Cubes,16,54.15,59.00
Baseline (No DRM),Abstract Cubes,15,59.49,65.43
Baseline (No DRM),Abstract Cubes,15,63.11,68.94
Baseline (No DRM),Abstract Cubes,16,63.70,70.09
Baseline (No DRM),Abstract Cubes,14,61.79,67.14
Baseline (No DRM),Abstract Cubes,15,58.61,64.82
Baseline (No DRM),Abstract Cubes,16,58.47,61.72
Baseline (No DRM),Abstract Cubes,16,59.28,65.87
Baseline (No DRM),Abstract Cubes,15,61.38,68.03
Baseline (No DRM),Abstract Cubes,16,58.52,64.63
Baseline (No DRM),Abstract Cubes,16,59.20,64.74
Baseline (No DRM),Abstract Cubes,16,59.93,64.34
Baseline (No DRM),Abstract Cubes,16,55.75,60.70
Baseline (No DRM),Abstract Cubes,14,61.01,66.76
Baseline (No DRM),Abstract Cubes,15,60.88,66.55
Baseline (No DRM),Abstract Cubes,16,59.68,64.61
Baseline (No DRM),Abstract Cubes,14,62.36,68.17
Baseline (No DRM),Abstract Cubes,14,59.96,68.55
Baseline (No DRM),Abstract Cubes,14,57.98,65.37
Baseline (No DRM),Abstract Cubes,14,61.45,67.58
Baseline (No DRM),Abstract Cubes,15,61.19,64.90
Baseline (No DRM),Abstract Cubes,15,60.97,67.52
Baseline (No DRM),Abstract Cubes,14,58.90,64.77
Baseline (No DRM),Abstract Cubes,14,58.49,63.12
Baseline (No DRM),Abstract Cubes,16,59.14,63.52
Baseline (No DRM),Abstract Cubes,14,58.12,64.24
Baseline (No DRM),Abstract Cubes,14,58.05,63.58
Baseline (No DRM),Abstract Cubes,16,57.03,61.09
Baseline (No DRM),Abstract Cubes,14,57.73,62.47
Baseline (No DRM),Abstract Cubes,16,59.77,64.55
Baseline (No DRM),Abstract Cubes,16,62.13,68.26
Baseline (No DRM),Abstract Cubes,15,62.40,68.73
Baseline (No DRM),Abstract Cubes,15,59.08,65.63
Baseline (No DRM),Abstract Cubes,16,57.40,64.15
Baseline (No DRM),Abstract Cubes,15,65.33,72.16
Baseline (No DRM),Abstract Cubes,16,57.87,63.96
Baseline (No DRM),Abstract Cubes,16,61.46,68.30
Baseline (No DRM),Abstract Cubes,15,59.38,64.97
Baseline (No DRM),Abstract Cubes,14,60.67,66.50
Baseline (No DRM),Abstract Cubes,15,59.96,65.18
Baseline (No DRM),Abstract Cubes,16,56.44,62.40
Baseline (No DRM),Abstract Cubes,15,61.38,68.84
Baseline (No DRM),Abstract Cubes,15,59.21,64.38
Baseline (No DRM),Abstract Cubes,15,57.85,63.56
Baseline (No DRM),Abstract Cubes,15,58.79,64.11
Baseline (No DRM),Abstract Cubes,15,63.18,68.49
Baseline (No DRM),Abstract Cubes,14,60.11,64.23
Baseline (No DRM),Abstract Cubes,16,61.26,66.76
Baseline (No DRM),Abstract Cubes,16,57.87,62.69
Baseline (No DRM),Abstract Cubes,16,60.91,65.70
Baseline (No DRM),Abstract Cubes,15,61.89,66.63
Baseline (No DRM),Abstract Cubes,16,55.85,61.30
Baseline (No DRM),Abstract Cubes,15,62.89,68.23
Baseline (No DRM),Abstract Cubes,15,60.89,67.46
Baseline (No DRM),Abstract Cubes,16,57.92,64.02
Baseline (No DRM),Abstract Cubes,15,55.87,62.16
Baseline (No DRM),Abstract Cubes,16,60.35,68.03
Baseline (No DRM),Abstract Cubes,15,58.36,62.69
Baseline (No DRM),Abstract Cubes,14,59.52,62.97
Baseline (No DRM),Abstract Cubes,14,58.46,63.92
Baseline (No DRM),Abstract Cubes,16,61.11,66.25
Baseline (No DRM),Abstract Cubes,14,55.37,61.45
Baseline (No DRM),Abstract Cubes,15,62.48,68.01
Baseline (No DRM),Abstract Cubes,15,60.02,64.93
Baseline (No DRM),Abstract Cubes,15,56.77,64.96
Baseline (No DRM),Abstract Cubes,16,56.00,63.26
Baseline (No DRM),Abstract Cubes,14,59.01,63.42
Baseline (No DRM),Abstract Cubes,16,62.90,69.14
Baseline (No DRM),Abstract Cubes,15,56.95,61.00
Baseline (No DRM),Abstract Cubes,14,62.54,68.24
Baseline (No DRM),Abstract Cubes,16,58.43,63.70
Baseline (No DRM),Abstract Cubes,14,59.12,63.57
Baseline (No DRM),Abstract Cubes,15,60.96,66.72
Baseline (No DRM),Abstract Cubes,14,57.43,62.98
Baseline (No DRM),Abstract Cubes,15,62.42,68.32
Baseline (No DRM),Abstract Cubes,14,59.03,62.57
Baseline (No DRM),Abstract Cubes,16,60.23,66.33
Baseline (No DRM),Abstract Cubes,14,53.58,57.40
Baseline (No DRM),Abstract Cubes,15,60.06,65.80
Baseline (No DRM),Abstract Cubes,16,62.57,67.57
Baseline (No DRM),Abstract Cubes,16,60.19,65.14
Baseline (No DRM),Abstract Cubes,14,55.71,60.44
Baseline (No DRM),Abstract Cubes,15,62.75,67.17
Baseline (No DRM),Abstract Cubes,15,59.29,63.23
Baseline (No DRM),Abstract Cubes,15,58.05,64.31
Baseline (No DRM),Abstract Cubes,15,59.79,65.49
Baseline (No DRM),Abstract Cubes,15,61.26,66.28
Baseline (No DRM),Abstract Cubes,16,57.02,62.94
Baseline (No DRM),Abstract Cubes,14,59.74,66.68
Baseline (No DRM),Abstract Cubes,14,56.71,61.28
Baseline (No DRM),Abstract Cubes,15,60.01,65.61
Baseline (No DRM),Abstract Cubes,15,60.75,67.44
Baseline (No DRM),Abstract Cubes,14,59.49,65.37
Baseline (No DRM),Abstract Cubes,15,60.53,67.15
Baseline (No DRM),Abstract Cubes,16,54.90,61.71
Baseline (No DRM),Abstract Cubes,16,58.08,63.64
Baseline (No DRM),Abstract Cubes,16,61.11,66.21
Baseline (No DRM),Abstract Cubes,14,59.49,63.43
Baseline (No DRM),Abstract Cubes,16,59.75,65.10
Baseline (No DRM),Abstract Cubes,14,57.47,65.19
Baseline (No DRM),Abstract Cubes,15,56.16,62.53
Baseline (No DRM),Abstract Cubes,16,58.71,64.01
Baseline (No DRM),Abstract Cubes,16,61.76,66.57
Baseline (No DRM),Abstract Cubes,16,64.97,69.69
Baseline (No DRM),Abstract Cubes,15,61.13,68.83
Baseline (No DRM),Abstract Cubes,16,60.65,66.15
Baseline (No DRM),Abstract Cubes,15,60.13,63.94
Baseline (No DRM),Abstract Cubes,16,62.58,68.00
Baseline (No DRM),Abstract Cubes,15,58.32,62.46
Baseline (No DRM),Abstract Cubes,15,57.63,63.60
Baseline (No DRM),Abstract Cubes,15,60.69,65.64
Baseline (No DRM),Abstract Cubes,15,55.50,60.37
Baseline (No DRM),Abstract Cubes,15,58.24,62.90
Baseline (No DRM),Abstract Cubes,14,59.08,62.89
Baseline (No DRM),Abstract Cubes,15,60.69,65.16
Baseline (No DRM),Abstract Cubes,14,55.60,61.12
Baseline (No DRM),Abstract Cubes,15,58.42,62.97
Baseline (No DRM),Abstract Cubes,14,58.50,63.02
Baseline (No DRM),Abstract Cubes,16,59.53,63.77
Baseline (No DRM),Abstract Cubes,16,58.87,64.99
Baseline (No DRM),Abstract Cubes,16,60.61,66.89
Baseline (No DRM),Abstract Cubes,15,58.54,63.42
Baseline (No DRM),Abstract Cubes,16,61.38,65.96
Baseline (No DRM),Abstract Cubes,15,57.12,63.82
Baseline (No DRM),Abstract Cubes,16,62.79,70.87
Baseline (No DRM),Abstract Cubes,14,62.07,67.91
Baseline (No DRM),Abstract Cubes,14,62.48,68.26
Baseline (No DRM),Abstract Cubes,15,60.81,64.60
Baseline (No DRM),Abstract Cubes,14,55.40,61.56
Baseline (No DRM),Abstract Cubes,16,54.24,59.77
Baseline (No DRM),Abstract Cubes,16,60.01,67.30
Baseline (No DRM),Abstract Cubes,16,55.73,61.09
Baseline (No DRM),Abstract Cubes,16,58.53,65.27
Baseline (No DRM),Abstract Cubes,14,62.38,70.20
Baseline (No DRM),Abstract Cubes,15,59.80,64.78
Baseline (No DRM),Abstract Cubes,15,57.58,63.93
Baseline (No DRM),Abstract Cubes,14,58.53,65.49
Baseline (No DRM),Abstract Cubes,15,59.21,64.68
Baseline (No DRM),Abstract Cubes,14,58.89,64.33
Baseline (No DRM),Abstract Cubes,15,57.29,61.88
Baseline (No DRM),Abstract Cubes,14,61.82,65.46
Baseline (No DRM),Abstract Cubes,16,59.93,65.28
Baseline (No DRM),Abstract Cubes,16,60.61,65.36
Baseline (No DRM),Abstract Cubes,16,57.60,64.06
Baseline (No DRM),Abstract Cubes,15,58.88,64.74
Baseline (No DRM),Abstract Cubes,15,61.15,65.75
Baseline (No DRM),Abstract Cubes,16,57.38,64.01
Baseline (No DRM),Abstract Cubes,14,60.73,66.99
Baseline (No DRM),Abstract Cubes,14,65.51,71.33
Baseline (No DRM),Abstract Cubes,14,59.26,66.12
Baseline (No DRM),Abstract Cubes,15,58.20,64.53
Baseline (No DRM),Abstract Cubes,16,57.79,60.56
Baseline (No DRM),Abstract Cubes,14,55.36,61.65
Baseline (No DRM),Abstract Cubes,14,58.67,65.72
Baseline (No DRM),Abstract Cubes,14,61.80,68.60
Baseline (No DRM),Abstract Cubes,14,62.37,67.47
Baseline (No DRM),Abstract Cubes,14,54.12,57.01
Baseline (No DRM),Abstract Cubes,14,62.09,68.26
Baseline (No DRM),Abstract Cubes,15,59.54,63.74
Baseline (No DRM),Abstract Cubes,16,61.67,66.76
Baseline (No DRM),Abstract Cubes,16,60.21,65.14
Baseline (No DRM),Abstract Cubes,16,62.35,67.58
Baseline (No DRM),Abstract Cubes,14,58.40,64.39
Baseline (No DRM),Abstract Cubes,16,57.69,64.19
Baseline (No DRM),Abstract Cubes,15,60.07,64.24
Baseline (No DRM),Abstract Cubes,14,63.03,68.67
Baseline (No DRM),Abstract Cubes,15,61.25,67.65
Baseline (No DRM),Abstract Cubes,15,55.44,61.41
Baseline (No DRM),Abstract Cubes,16,58.72,64.89
Baseline (No DRM),Abstract Cubes,15,57.14,64.16
Baseline (No DRM),Abstract Cubes,14,57.25,62.67
Baseline (No DRM),Abstract Cubes,15,59.95,65.65
Baseline (No DRM),Abstract Cubes,16,59.12,64.14
Baseline (No DRM),Abstract Cubes,15,61.85,67.65
Baseline (No DRM),Abstract Cubes,16,59.32,65.14
Baseline (No DRM),Abstract Cubes,14,62.71,67.86
Baseline (No DRM),Abstract Cubes,14,59.20,63.34
Baseline (No DRM),Abstract Cubes,16,60.94,65.69
Baseline (No DRM),Abstract Cubes,16,56.27,61.98
Baseline (No DRM),Abstract Cubes,16,59.70,68.80
Baseline (No DRM),Abstract Cubes,16,59.02,64.90
Baseline (No DRM),Abstract Cubes,16,57.94,62.82
Baseline (No DRM),Abstract Cubes,15,61.36,65.20
Baseline (No DRM),Abstract Cubes,14,60.53,63.98
Baseline (No DRM),Abstract Cubes,16,59.32,63.86
Baseline (No DRM),Abstract Cubes,16,63.23,69.35
Baseline (No DRM),Abstract Cubes,15,57.97,65.24
Baseline (No DRM),Abstract Cubes,16,63.25,70.48
Baseline (No DRM),Abstract Cubes,14,62.15,68.37
